Name,Latitude,Longitude,County,Zipcode,Address
CVS Pharmacy Inc. #09740,33.89713,-118.00712,Los Angeles,90638,612 First St.
Kings County Health Clinic,36.09948,-119.5724,Kings,93212,612 First St.
University of California Irvine Medical Center – Orange,33.78702,-117.89126,Orange,92868,612 First St.
Orange County Global Medical Center – Santa Ana,33.75432,-117.8329,Orange,92705,612 First St.
El Sereno Recreation Center,34.07586,-118.1818,NA,90032,612 First St.
WalMart Pharmacy 10-5683,38.41033,-121.39165,Sacramento,95758,612 First St.
CVS Pharmacy® & Drug Store at 155 Pacific Coast Highway Hermosa Beach CA 90254,33.856,-118.3911,Los Angeles,90254,612 First St.
Medical Arts Pharmacy (1320 Maricopa Highway),34.44296,-119.2652,Ventura,93023,612 First St.
PRIORITY CARE PHARMACY,34.17366,-118.36993,Los Angeles,91601,612 First St.
CNC Rose Pharmacy,34.07835,-117.89721,Los Angeles,91723,612 First St.
Robertson Specialty Pharmacy,34.04866,-118.38538,Los Angeles,90035,612 First St.
RALEYS PHARMACY #337,38.34658,-122.70709,Sonoma,94928,612 First St.
ValleyCare Medical Center – Pleasanton (Stanford Health Care),37.69379,-121.88008,Alameda,94588,612 First St.
Santa Rosa Junior College,38.45492,-122.72171,Sonoma,95401,612 First St.
WALGREENS #10692,34.70363,-118.16545,Los Angeles,93534,612 First St.
MEDEX DRUGS,37.3406,-121.882,Santa Clara,95113,612 First St.
NORMS PHARMACY,34.16964,-118.53277,Los Angeles,91356,612 First St.
Kaiser Permanente Petaluma Medical Offices,38.23026,-122.58327,Sonoma,NA,612 First St.
CVS Pharmacy Inc. #09551,33.78058,-118.07137,Orange,90740,612 First St.
Harvard Medical Group,32.82406,-117.15611,San Diego,92111,612 First St.
WALGREENS #7175,33.8911,-118.29956,Los Angeles,90247,612 First St.
RITE AID PHARMACY 06005,37.79754,-121.2374,San Joaquin,95337,612 First St.
VONS PHARMACY #1738,34.64896,-120.458,Santa Barbara,93436,612 First St.
Aurora Pharmacy,34.0182,-117.81305,Los Angeles,91765,612 First St.
TT PHARMACY,33.73066,-117.97048,Orange,92683,612 First St.
Sutter Roseville Medical Center,38.76576,-121.24959,Placer,95661,612 First St.
Ralphs Pharmacy (3601 E Foothill Blvd),34.15126,-118.07564,Los Angeles,91107,612 First St.
Best Care Pharmacy (1306 Main St Ste 102),33.0392,-116.87333,San Diego,92065,612 First St.
PAVILIONS PHARMACY #2217,33.63452,-117.59159,Orange,92688,612 First St.
TRINITY PHARMACY,34.11544,-117.87272,Los Angeles,91740,612 First St.
Mobile Clinic: Quincy High School,39.93922,-120.93726,Plumas,95971,612 First St.
Phast Pharmacy,35.39778,-119.01536,Kern,93301,612 First St.
PAMF Mountain View Center (Palo Alto Medical Foundation / Sutter),37.37711,-122.06484,Santa Clara,94040,612 First St.
VOLUME DRUG INC,34.16502,-118.41473,Los Angeles,91423,612 First St.
Valencia Pharmacy at Henry Mayo,34.39612,-118.55406,Los Angeles,91355,612 First St.
Medics Pharmacy ,36.34416,-119.63751,Kings,93230,612 First St.
T & C PHARMACY,33.78955,-118.1637,Los Angeles,90804,612 First St.
Gurdwara Sahib Fremont,37.58383,-121.9982,Alameda,94536,300 Gurdwara Rd
Fremont Fire Department and Hallers Pharmacy Vaccination Clinic,37.50666,-121.99662,Alameda,94538,7200 Stevenson Boulevard
Evelyn Bishop Hall - Howard Park (mobile clinic),38.34811,-120.93244,Amador,95640,7200 Stevenson Boulevard
Venice Family,33.99915,-118.47166,Los Angeles,90291,7200 Stevenson Boulevard
The Village Doctor,37.42887,-122.2519,San Mateo,94062,7200 Stevenson Boulevard
Chapman Medical Center – Orange,33.78863,-117.82589,Orange,92869,7200 Stevenson Boulevard
Aria Community Health Center - 191 E Polk St,36.13682,-120.35982,Fresno,93210,7200 Stevenson Boulevard
RITE AID PHARMACY 05642,33.21868,-117.22595,San Diego,92084,7200 Stevenson Boulevard
GRAND AVE PHARMACY,34.03697,-118.26528,Los Angeles,90015,7200 Stevenson Boulevard
Venice Family Clinic (store #3),33.99346,-118.41537,Los Angeles,90230,7200 Stevenson Boulevard
Palm Pharmacy,34.34695,-119.06785,Ventura,93060,7200 Stevenson Boulevard
COSTCO PHARMACY #491,33.52034,-117.15335,Riverside,92591,7200 Stevenson Boulevard
WALMART PHARMACY 10-2458,36.71784,-121.65082,Monterey,93906,7200 Stevenson Boulevard
BOLSA MEDICAL ARTS PHARMACY,33.7408,-118.00612,Orange,92683,7200 Stevenson Boulevard
WALGREENS #1870,34.47166,-117.24167,San Bernardino,92308,7200 Stevenson Boulevard
LA BUENA VIDA PHARMACY,33.67576,-116.18245,Riverside,92236,7200 Stevenson Boulevard
CVS Pharmacy® & Drug Store at 25272 Marguerite Pkwy Mission Viejo CA 92692,33.59515,-117.65709,Orange,92692,7200 Stevenson Boulevard
Walmart Pharmacy 10-3141,35.35342,-118.94808,Kern,93307,7200 Stevenson Boulevard
Cal Med Pharmacy (24031 Marguerite Pky Ste A),33.61395,-117.65434,Orange,92692,7200 Stevenson Boulevard
WELLCOME PHARMACY,34.07989,-118.08951,Los Angeles,91776,7200 Stevenson Boulevard
Sutter Health-SF Sutter St,37.78752,-122.42308,San Francisco,94109,7200 Stevenson Boulevard
Amber Pharmacy,34.05657,-117.27798,San Bernardino,92408,7200 Stevenson Boulevard
Sutter Dublin Center,37.7052,-121.87303,Alameda,94568,7200 Stevenson Boulevard
SAMAHAN HEALTH CENTERS,32.95983,-117.11271,San Diego,92129,7200 Stevenson Boulevard
Alliance Pharmacy,33.96628,-118.3443,Los Angeles,90301,7200 Stevenson Boulevard
BROTHERHOOD PHARMACY,34.05237,-117.30917,San Bernardino,92324,7200 Stevenson Boulevard
SAMS PHARMACY 10-4767,34.6082,-118.14533,Los Angeles,93551,7200 Stevenson Boulevard
RUHS - Moreno Valley Community Hospital,33.91056,-117.25206,Riverside,92555,7200 Stevenson Boulevard
SAFEWAY PHARMACY #2600,37.73973,-121.44593,San Joaquin,95376,7200 Stevenson Boulevard
Oceanside VA Clinic,33.20777,-117.31072,San Diego,92056,7200 Stevenson Boulevard
WalMart Pharmacy 10-5639,33.80131,-117.94214,Orange,92804,7200 Stevenson Boulevard
RITE AID PHARMACY 05762,33.69576,-117.95428,Orange,92708,7200 Stevenson Boulevard
CHINO MEDICAL PHARMACY,34.02582,-117.68829,San Bernardino,91710,7200 Stevenson Boulevard
Ralphs Pharmacy (645 W 9th St),34.04582,-118.26114,Los Angeles,90017,7200 Stevenson Boulevard
SOUTH PARK PHARMACY,34.04095,-118.26232,Los Angeles,90015,7200 Stevenson Boulevard
Community A Walgreens Pharmacy #16554,33.94058,-117.3949,Riverside,92506,7200 Stevenson Boulevard
The Medicine Cabinet #1,33.97483,-118.22418,Los Angeles,90255,7200 Stevenson Boulevard
Universal Urgent Care - Niles,35.37647,-118.96892,Kern,93305,7200 Stevenson Boulevard
Mcguff Medical Products,33.69833,-117.91607,Orange,92704,7200 Stevenson Boulevard
UCLA MEDICAL PLAZA LEVEL IV PHARMACY,34.07131,-118.44355,Los Angeles,90095,7200 Stevenson Boulevard
WALGREENS #6249,33.93116,-118.18406,Los Angeles,90262,7200 Stevenson Boulevard
Big Sur Health Center - Big Sur CA,36.26846,-121.80685,Monterey,93920,7200 Stevenson Boulevard
AP9 Pharmacy,33.98908,-118.23751,Los Angeles,90255,7200 Stevenson Boulevard
Hesperia Health Center,34.47013,-117.30443,San Bernardino,92345,7200 Stevenson Boulevard
United Family Pharmacy,33.77282,-116.95863,Riverside,92583,7200 Stevenson Boulevard
The Garden Pediatrics Group,34.05744,-117.18107,San Bernardino,92373,7200 Stevenson Boulevard
Lucky Pharmacy (22555 Mission Bvld),37.67196,-122.08607,Alameda,94541,7200 Stevenson Boulevard
HealthWise Medical Clinic- Visalia,36.29444,-119.33043,Tulare,93277,7200 Stevenson Boulevard
St. Johns Pleasant Valley Hospital – Camarillo,34.24355,-119.01988,Ventura,93010,7200 Stevenson Boulevard
RITE AID PHARMACY 05454,34.05738,-118.27165,Los Angeles,90017,7200 Stevenson Boulevard
Sharp Coronado Community Pharmacy,32.6948,-117.16813,San Diego,92118,230 Prospect Pl Ste 110
Ralphs Pharmacy #120,33.86784,-118.3603,NA,90278,230 Prospect Pl Ste 110
St. Joseph Hospital (Orange California) - Orange,33.78112,-117.86424,Orange,92868,230 Prospect Pl Ste 110
John Muir Concord Medical Center – Concord (formerly Mt. Diablo Medical Center),37.98276,-122.03332,Contra Costa,94520,230 Prospect Pl Ste 110
RITE AID PHARMACY 05779,34.42571,-119.28887,Ventura,93023,230 Prospect Pl Ste 110
CPMC Pacific Heights Outpatient Center,37.79069,-122.43175,San Francisco,94115,230 Prospect Pl Ste 110
WALGREENS #5774,38.70686,-121.2723,Sacramento,95610,230 Prospect Pl Ste 110
WALMART PHARMACY 10-2568,34.22236,-118.44896,Los Angeles,91402,230 Prospect Pl Ste 110
WALGREENS #7176,32.80396,-117.00763,San Diego,92119,230 Prospect Pl Ste 110
Kieu An pharmacy,34.07963,-118.09281,Los Angeles,91776,230 Prospect Pl Ste 110
PACIFIC MEDICAL PHARMACY,34.16089,-118.2644,Los Angeles,91202,230 Prospect Pl Ste 110
Rivers Edge Specialty Pharmacy,33.6896,-117.84148,Orange,92614,230 Prospect Pl Ste 110
AM PHARMACY,34.42148,-117.30637,San Bernardino,92345,230 Prospect Pl Ste 110
Center for Family Health and Education - East Los Angeles College,34.04229,-118.15011,Los Angeles,91754,East Los Angeles College 
PICO SQUARE PHARMACY,34.04709,-118.28751,Los Angeles,90006,East Los Angeles College 
CVS Pharmacy® & Drug Store at 7170 Day Creek Blvd. Rancho Cucamonga CA 91739,34.1221,-117.5377,San Bernardino,91739,East Los Angeles College 
SAFEWAY PHARMACY #1618,38.658,-120.9712,El Dorado,95682,East Los Angeles College 
JWCH Institute- Center for Community Health Downtown,34.04352,-118.24378,Los Angeles,90013,East Los Angeles College 
Long Beach Community Hospital – Long Beach,33.78847,-118.14529,Los Angeles,90804,East Los Angeles College 
Mountain Valley Health Centers -- Fall River Valley Health Center,41.02871,-121.42041,Shasta,96028,East Los Angeles College 
VONS PHARMACY #2739,34.08395,-118.38646,Los Angeles,90069,East Los Angeles College 
St. Joseph Hospital – Eureka (includes the General Hospital Campus and Rehabilitation Hospital),40.78821,-124.14029,Humboldt,95501,East Los Angeles College 
Sutter Maternity and Surgery Hospital – Santa Cruz,36.98773,-121.97867,Santa Cruz,95065,East Los Angeles College 
Mercy San Dimas,34.07327,-117.82947,Los Angeles,91773,1152 VIA VERDE AVE
Sutter Tracy Community Hospital – Tracy,37.74393,-121.43383,San Joaquin,95376,1152 VIA VERDE AVE
Preferred Pharmacy,32.80765,-115.56928,Imperial,92243,1152 VIA VERDE AVE
LA CARE PHARMACY,34.1466,-118.24607,Los Angeles,91205,1152 VIA VERDE AVE
Courtyard by Marriot  (Kaiser vaccine clinic),33.9817,-118.39257,Los Angeles,90230,1152 VIA VERDE AVE
WALGREENS #6625,37.80041,-122.43857,San Francisco,94123,1152 VIA VERDE AVE
San Luis Obispo Community Based Outpatient Clinic,35.27923,-120.66042,NA,93401,1152 VIA VERDE AVE
CPMC Mission Bernal Campus,37.7507,-122.38367,San Francisco,94131,1152 VIA VERDE AVE
CVS Pharmacy at 2690 Mount Vernon Ave,35.3966,-118.9676,Kern,93306,1152 VIA VERDE AVE
RITE AID PHARMACY 06228,38.64441,-121.45756,Sacramento,95838,1152 VIA VERDE AVE
Colusa County Public Health,39.20679,-121.99981,Colusa,95932,1152 VIA VERDE AVE
Royal Pharmacy (9106 Adams Ave),33.67146,-117.9691,Orange,92646,1152 VIA VERDE AVE
CVS Pharmacy at 1820 W. Verdugo Ave.,34.16732,-118.32449,Los Angeles,91506,1152 VIA VERDE AVE
Covelo High School,39.79266,-123.25614,Mendocino,95428,1152 VIA VERDE AVE
Watsonville Health Center,36.92714,-121.79307,Santa Cruz,95076,1152 VIA VERDE AVE
Trinity Urgent Care & Occupational Health,38.42298,-121.41196,Sacramento,95758,1152 VIA VERDE AVE
St. Josephs Medical Center – Stockton,37.97013,-121.28855,San Joaquin,95204,1152 VIA VERDE AVE
CVS Store #10164,37.78767,-122.39976,NA,94105,1152 VIA VERDE AVE
WALMART PHARMACY 10-1859,32.69715,-115.49659,Imperial,92231,1152 VIA VERDE AVE
Viet Pharmacy and Medical Supplies,32.75619,-117.09523,San Diego,92115,1152 VIA VERDE AVE
Mountain Valley Health Centers -- Mount Shasta Health Center,41.30498,-122.31069,Siskiyou,96067,1152 VIA VERDE AVE
Circe Healthcare Solutions,33.75897,-116.37306,Riverside,92260,1152 VIA VERDE AVE
Potter Valley High School,39.32136,-123.10482,Mendocino,95469,1152 VIA VERDE AVE
GILBERT DRUGS #MS1000887,33.7734,-117.97117,Orange,92844,1152 VIA VERDE AVE
Doctors on Duty- Lighthouse,36.61254,-121.90102,Monterey,93940,1152 VIA VERDE AVE
WALGREENS #4049,37.96372,-122.31769,Contra Costa,94803,1152 VIA VERDE AVE
 Mendocino High School Gym,39.3082,-123.80079,Mendocino,95460,1152 VIA VERDE AVE
Corona Family Care Center,33.87804,-117.57694,Riverside,92882,1152 VIA VERDE AVE
VONS PHARMACY #2091,33.49268,-117.66359,Orange,92675,1152 VIA VERDE AVE
Manuel Hernandez Community Center,36.34953,-119.29457,Tulare,93291,1152 VIA VERDE AVE
Farmacia Bristol,33.71316,-117.88435,Orange,92707,1152 VIA VERDE AVE
Western Sierra Medical Clinic,39.19661,-121.17793,Nevada,95946,1152 VIA VERDE AVE
CVS Pharmacy® & Drug Store at 260 Spruce St Gridley CA 95948,39.3675,-121.6904,Butte,95948,1152 VIA VERDE AVE
Jessica Basa MD Inc - Barstow Family Care,33.85964,-117.55101,Riverside,92881,1152 VIA VERDE AVE
Garfield Health Center,34.05379,-118.13659,Los Angeles,91754,1152 VIA VERDE AVE
A FAMILY PHARMACY APPLE VALLEY,34.53923,-117.26667,San Bernardino,92307,1152 VIA VERDE AVE
Tigom LLC/ DBA MP II,33.81017,-118.05549,Orange,90720,1152 VIA VERDE AVE
Calaveras Health and Human Services Agency Public Health Division,38.18896,-120.67068,Calaveras,95249,1152 VIA VERDE AVE
North Chester Pharmacy,35.42283,-119.02105,Kern,93308,1152 VIA VERDE AVE
RITE AID PHARMACY 05638,33.03578,-116.87846,San Diego,92065,1152 VIA VERDE AVE
WALGREENS #6288,34.95997,-120.43622,Santa Barbara,93454,1152 VIA VERDE AVE
OLIVE CITY PHARMACY,39.92629,-122.19804,Tehama,96021,1152 VIA VERDE AVE
NEW CENTURY PHARMACY,34.22027,-118.43266,Los Angeles,91402,1152 VIA VERDE AVE
SAVON PHARMACY #0194,33.83127,-117.88863,Orange,92806,1152 VIA VERDE AVE
RITE AID PHARMACY 05514,33.76429,-118.31012,Los Angeles,90732,1152 VIA VERDE AVE
Adventist Health Tehachapi - Mobile,35.61208,-118.46741,Kern,93240,1152 VIA VERDE AVE
Gardens Regional Hospital & Medical Center (previously known as Tri-City Regional Medical Center)- Hawaiian Gardens[8],33.83331,-118.08067,Los Angeles,90716,1152 VIA VERDE AVE
Kaiser Permanente Stockton Medical Offices,38.01795,-121.29746,San Joaquin,95210,1152 VIA VERDE AVE
HALLIBURTON PROFESSIONAL PHARMACY,33.99708,-117.96724,Los Angeles,91745,1152 VIA VERDE AVE
Scripps Health Coronavirus Nurse Line,32.63356,-117.08364,San Diego,91910,1152 VIA VERDE AVE
Hoag Memorial Hospital Presbyterian – Newport Beach,33.6244,-117.92964,Orange,92663,1152 VIA VERDE AVE
Downtown Pharmacy,35.38427,-119.02303,Kern,93301,1152 VIA VERDE AVE
CLINICA MEDICA CENTRO HISPANO,34.08848,-117.64716,San Bernardino,91786,1152 VIA VERDE AVE
Dignity Health Medical Foundation Folsom - Family Practice,38.65138,-121.16735,Sacramento,95630,1152 VIA VERDE AVE
CVS Pharmacy at 8008 Firestone Boulevard,33.94272,-118.13766,Los Angeles,90241,1152 VIA VERDE AVE
Piru Clinic,34.41691,-118.79095,Ventura,93040,1152 VIA VERDE AVE
Mountain Valley Health Centers -- Butte Valley Health Center,41.9646,-121.92399,Siskiyou,96023,1152 VIA VERDE AVE
SAMS PHARMACY 10-6620,38.64459,-121.1183,Sacramento,95630,1152 VIA VERDE AVE
Community Wellness Centers USA,33.78243,-118.17439,Los Angeles,90813,1152 VIA VERDE AVE
WalMart Pharmacy 10-5981,38.6626,-121.3249,Sacramento,95608,1152 VIA VERDE AVE
Econo Pharmacy,33.89109,-118.30968,Los Angeles,90249,1152 VIA VERDE AVE
CVS Pharmacy at 1282 Coast Village Rd,34.42179,-119.64102,Santa Barbara,93108,1152 VIA VERDE AVE
CVS Pharmacy® & Drug Store at 500 Wilshire Blvd Santa Monica CA 90401,34.0198,-118.4969,Los Angeles,90401,1152 VIA VERDE AVE
VONS PHARMACY #1897,32.83783,-116.9869,San Diego,92071,1152 VIA VERDE AVE
COSTCO PHARMACY #658,37.75102,-121.47533,San Joaquin,95034,1152 VIA VERDE AVE
Northgate Shopping Mall,38.0012,-122.54267,Marin,94903,1152 VIA VERDE AVE
MAIN STREET PHARMACY INC,33.8724,-117.56649,Riverside,92882,1152 VIA VERDE AVE
CVS Pharmacy® at 1925 Douglas Blvd Roseville CA 95661,38.7459,-121.2539,Placer,95661,1152 VIA VERDE AVE
George L. Mee Memorial Hospital – King City,36.2058,-121.13277,Monterey,93930,1152 VIA VERDE AVE
Cristopher Geiler MD,34.42838,-119.72466,Santa Barbara,93105,1152 VIA VERDE AVE
WALMART PHARMACY 10-2025,37.75224,-121.4722,San Joaquin,95304,1152 VIA VERDE AVE
CVS Pharmacy® at 990 Avenida Vista Hermosa San Clemente CA 92673,33.4638,-117.606,Orange,92673,1152 VIA VERDE AVE
MEDCARE MEDICAL PHARMACY,33.69983,-117.9184,Orange,92704,1152 VIA VERDE AVE
Walgreens #16564,37.44021,-122.16112,Santa Clara,94301,1152 VIA VERDE AVE
WALMART PHARMACY 10-1914,34.13591,-117.19539,San Bernardino,92346,1152 VIA VERDE AVE
Paramount Family Pharmacy,33.89811,-118.1596,Los Angeles,90723,1152 VIA VERDE AVE
KingS Pharmacy And Compounding Center (510 Superior Ave Ste 120),33.62963,-117.92863,Orange,92663,1152 VIA VERDE AVE
Community A Walgreens Pharmacy #16482,34.05756,-118.21009,Los Angeles,90033,1152 VIA VERDE AVE
CARUTHERS PHARMACY,36.54069,-119.83557,Fresno,93609,1152 VIA VERDE AVE
North Coastal Live Well Center ,33.21139,-117.31122,San Diego,92056,1152 VIA VERDE AVE
1750 MEDICAL CENTER PHARMACY,37.61485,-122.40527,San Mateo,94010,1152 VIA VERDE AVE
RITE AID PHARMACY 05945,38.10449,-122.23247,Solano,94590,1152 VIA VERDE AVE
SAFEWAY PHARMACY #4905,37.25744,-121.77996,Santa Clara,95138,1152 VIA VERDE AVE
Grossmont Hospital Outpatient Pharmacy,32.78157,-117.00715,San Diego,91942,1152 VIA VERDE AVE
Champions for Health,32.82714,-117.11898,San Diego,92123,1152 VIA VERDE AVE
TAMS RX PHARMACY,33.7576,-117.97256,Orange,92683,1152 VIA VERDE AVE
EAST REMEDY PHARMACY,34.14617,-118.2454,Los Angeles,91205,1152 VIA VERDE AVE
WALGREENS #6648,34.20098,-118.53455,Los Angeles,91335,1152 VIA VERDE AVE
VONS PHARMACY #2386,33.7129,-117.19308,Riverside,92586,1152 VIA VERDE AVE
Pharmaca Integrative Pharmacy (570 Munras Ave Suite 10),36.59658,-121.89437,Monterey,93940,1152 VIA VERDE AVE
Herrick Campus – Berkeley,37.86423,-122.26944,Alameda,94704,1152 VIA VERDE AVE
CVS Pharmacy® at 499 W Orange Show Rd San Bernardino CA 92408,34.0782,-117.2923,San Bernardino,92408,1152 VIA VERDE AVE
WalMart Pharmacy 10-4169,32.79785,-116.93589,San Diego,92021,1152 VIA VERDE AVE
COSTCO PHARMACY #29,38.7801,-121.26801,Placer,95678,1152 VIA VERDE AVE
Pharmaca Integrative Pharmacy (9101 W Olympic Blvd),34.05958,-118.39008,Los Angeles,90212,1152 VIA VERDE AVE
CVS Pharmacy® at 2255 S El Camino Real Oceanside CA 92054,33.1843,-117.3303,San Diego,92054,1152 VIA VERDE AVE
WALGREENS #7629,33.8167,-118.0455,Orange,90630,1152 VIA VERDE AVE
Walgreens #11918,34.14029,-118.37038,Los Angeles,91604,1152 VIA VERDE AVE
Lassen Medical Clinic - Red Bluff,40.15015,-122.2221,Tehama,96080,2450 Sister Mary Columba Dr
Fresenius Fresno North,36.83482,-119.73052,Fresno,93710,2450 Sister Mary Columba Dr
Dick DeWees Community & Senior Center,34.63829,-120.47144,Santa Barbara,93436,1120 W Ocean Ave
ACTON VALE PHARMACY,34.46796,-118.19562,Los Angeles,93510,1120 W Ocean Ave
River City High School - supersite,38.54692,-121.53933,Yolo,NA,1120 W Ocean Ave
CVS Pharmacy at 13303 East South Street,33.85835,-118.08917,Los Angeles,90703,1120 W Ocean Ave
RITE AID PHARMACY 06040,41.75707,-124.19442,Del Norte,95531,1120 W Ocean Ave
MINH PHARMACY,33.75921,-117.93687,Orange,92703,1120 W Ocean Ave
SAFEWAY PHARMACY #1890,38.77724,-121.29165,Placer,95678,1120 W Ocean Ave
The Childrens Clinic DBA TCC Family Health,33.8098,-118.18738,Los Angeles,90806,1120 W Ocean Ave
Community Medical Centers Inc. - 600 Nut Tree,38.3614,-121.949,Solano,95687,1120 W Ocean Ave
WALGREENS #10334,36.80797,-119.68269,Fresno,93611,1120 W Ocean Ave
CVS Pharmacy® at 2850 N Oxnard Blvd Oxnard CA 93036,34.2306,-119.1788,Ventura,93036,1120 W Ocean Ave
WALGREENS #7343,34.6312,-118.2196,Los Angeles,93536,1120 W Ocean Ave
RITE AID PHARMACY 05922,37.69373,-122.06738,Alameda,94546,1120 W Ocean Ave
WALGREENS #4558,37.7761,-122.42267,San Francisco,94102,1120 W Ocean Ave
PAVILIONS PHARMACY #2215,34.18428,-118.78808,Ventura,91362,1120 W Ocean Ave
RITE AID PHARMACY 05730,33.68594,-117.20801,Riverside,92584,1120 W Ocean Ave
Wellcare Rx,33.73048,-117.97043,Orange,92708,1120 W Ocean Ave
Poly-Med Pharmacy,34.22126,-118.51046,Los Angeles,91325,1120 W Ocean Ave
CVS Pharmacy® & Drug Store at 1795 E. Lugonia Ave. Redlands CA 92374,34.0706,-117.1394,San Bernardino,92374,1120 W Ocean Ave
STUDENT HEALTH SVC PHY-CA ST UNIV CHICO,39.73113,-121.85004,Butte,95929,1120 W Ocean Ave
